ID,Standard_Age,Site_Name,variable,Latitude,Longitude,Location,Sampling,Loc_Samp_NO,Loc_Samp_ALL,Earliest_Year,Most_Recent_Year,Early_Age,Late_Age,Time_Unit,Country,Title,Authors,DOI,file_dir
250.0,['Upper'], H?lloch im Mahdtal,"['##"" in columns one and two.', '## dist\tdistance, , , mm, , speleothems, , ,N, distance in mm from base', '## age_calBP\tage, , , calendar years before present, , speleothems, , ,N, calendar years before present (1950 AD)', '## age_err\tage uncertainty, 2 sigma error, , calendar years, , speleothems, , ,N, ', '## d18OcarbVPDB\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N,', '## d18OcarbVPDBivc\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,corrected,isotope ratio mass spectrometry,N,corrected for ice volume']",47.3779,10.1505,119,240,1,1,74384.0,73629.0,0.074384,0.073629, Cal Year BP, Austria, sub-orbital-scale climate variability recorded in northern Alpine speleothems during the last glacial period," Gina E. Moseley, Christoph Sp?tl, Susanne Brandst?tter, Tobias Erhardt, Marc Luetscher, and R. Lawrence Edwards ", 10.5194/cp-16-29-2020,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\nalps19holloch.txt
251.0,['Upper'], Schneckenloch,"['##"" in columns one and two.', '## dist\tdistance, , , mm, , speleothems, , ,N, distance in mm from base', '## age_calBP\tage, , , calendar years before present, , speleothems, , ,N, calendar years before present (1950 AD)', '## age_err\tage uncertainty, 2 sigma error, , calendar years, , speleothems, , ,N, ', '## d18OcarbVPDB\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N,', '## d18OcarbVPDBivc\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems,corrected,isotope ratio mass spectrometry,N,corrected for ice volume']",47.3745,10.068,117,241,2,2,78121.0,75005.0,0.078121,0.075005, Cal Year BP, Austria, sub-orbital-scale climate variability recorded in northern Alpine speleothems during the last glacial period," Gina E. Moseley, Christoph Sp?tl, Susanne Brandst?tter, Tobias Erhardt, Marc Luetscher, and R. Lawrence Edwards ",10.5194/cp-16-29-2020 ,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\nalps19schneckenloch.txt
253.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Spannagel Cave,[],47.116667,11.666667,120,243,1,2,9930.0,-13.0,0.00993,0.0, Cal Year BP, Austria ," Update of a mid-European isotope climate record, 11 ka to present"," Fohlmeister, J.; Vollweiler, N.; Sp??tl, C.; Mangini, A.", 10.1177/0959683612465446,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\austria\fohlmeister2013composite.txt
254.0,['Greenlandian'], Spannagel Cave,[],47.116667,11.666667,120,244,2,2,10796.0,9636.0,0.010796,0.009636, Cal Year BP, Austria ," Update of a mid-European isotope climate record, 11 ka to present"," Fohlmeister, J.; Vollweiler, N.; Sp??tl, C.; Mangini, A.", 10.1177/0959683612465446,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\austria\fohlmeister2013spa133.txt
255.0,['Meghalayan'],UnknownPlace,[],47.0,15.3,121,245,1,1,10.5,7.0,1.0500000000000001e-08,7e-09, cal kyr BP,Austria,"High-resolution isotope records of early Holocene rapid climate 
change from two coeval stalagmites of Katerloch Cave, Austria. ","Boch, R., C Sp, and J. Kramers.",10.1016/j.quascirev.2009.05.015,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\austria\katerloch2009.txt
256.0,['Meghalayan'],UnknownPlace,[],47.7,10.3,122,246,1,1,3000.0,0.0,0.003,0.0, Cal Year BP,Austria,Reconstructing palaeoprecipitation from an active cave flowstone.,"Boch, R. and C. ", 10.1002/jqs.1490 ,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\austria\klapferloch2011.txt
257.0,['Meghalayan'],UnknownPlace,[],47.5,11.4,123,247,1,1,56.0,48.0,5.6e-08,4.8e-08, cal kyr BP,Austria,"Chronology and paleoenvironment of Marine Isotope Stage 3 from 
two high-elevation speleothems, Austrian Alps.","C., A. Mangini, and D.A. Richards.",Unknown_DOI,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\austria\kleegruben2006.txt
258.0,['Meghalayan'],UnknownPlace,[],47.08,11.67,124,248,1,1,90.0,1935.0,0.00186,1.5e-05, AD,Austria,"Reconstruction of temperature in the Central Alps during the past 2000 yr 
from a d18O stalagmite record. ","Mangini, A., C. Sp, and P. Verdes. ",10.1016/j.epsl.2005.05.010,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\austria\spannagel2005.txt
259.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper', 'Chibanian']",UnknownPlace,[],42.48,23.18,125,249,1,1,243500.0,0.0,0.2435,0.0, Cal Year BP,BGR,Origin of the climatic cycles from orbital to sub-annual scales.,"Stoykova, D.A., Y.Y. Shopov, D. Garbeva, L.T. Tsankov, and C.J. Yonge.",Unknown_DOI,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\bulgaria\duhlata2008.txt
260.0,"['Meghalayan', 'Northgrippian']", Bunker Cave,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## depth_mm\tdepth, , , mm, , , , ,N', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## 100*Mg/Ca\tMg/Ca, calcium carbonate, , ratio multipied by 100, ,speleothem, , ,N']",51.3675,7.6647,126,250,1,5,6644.0,137.0,0.006644,0.000137, Cal Year BP, Germany, an archive for central European Holocene climate variability," J. Fohlmeister, A. Schroder-Ritzrau, D., Scholz, C. Spotl, D.F.C. Riechelmann, M. Mudelsee, A. Wackerbarth, A. Gerdes, S. Riechelmann, A. Immenhauser, D.K. Richter, and A. Mangini", 10.5194/cp-8-1751-2012,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\bunker2012bu1.txt
261.0,"['Northgrippian', 'Greenlandian']", Bunker Cave,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## depth_mm\tdepth, , , mm, , , , ,N', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## 100*Mg/Ca\tMg/Ca, calcium carbonate, , ratio multipied by 100, ,speleothem, , ,N']",51.3675,7.6647,126,251,2,5,10723.0,7497.0,0.010723,0.007497, Cal Year BP, Germany, an archive for central European Holocene climate variability," J. Fohlmeister, A. Schroder-Ritzrau, D., Scholz, C. Spotl, D.F.C. Riechelmann, M. Mudelsee, A. Wackerbarth, A. Gerdes, S. Riechelmann, A. Immenhauser, D.K. Richter, and A. Mangini", 10.5194/cp-8-1751-2012,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\bunker2012bu2.txt
262.0,"['Meghalayan', 'Northgrippian']", Bunker Cave,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## depth_mm\tdepth, , , mm, , , , ,N', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## 100*Mg/Ca\tMg/Ca, calcium carbonate, , ratio multipied by 100, ,speleothem, , ,N']",51.3675,7.6647,126,252,3,5,8162.0,-57.0,0.008162,0.0, Cal Year BP, Germany, an archive for central European Holocene climate variability," J. Fohlmeister, A. Schroder-Ritzrau, D., Scholz, C. Spotl, D.F.C. Riechelmann, M. Mudelsee, A. Wackerbarth, A. Gerdes, S. Riechelmann, A. Immenhauser, D.K. Richter, and A. Mangini", 10.5194/cp-8-1751-2012,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\bunker2012bu4.txt
263.0,['Greenlandian'], Bunker Cave,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## depth_mm\tdepth, , , mm, , , , ,N', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ', '## 100*Mg/Ca\tMg/Ca, calcium carbonate, , ratio multipied by 100, ,speleothem, , ,N']",51.3675,7.6647,126,253,4,5,10258.0,8749.0,0.010258,0.008749, Cal Year BP, Germany, an archive for central European Holocene climate variability," J. Fohlmeister, A. Schroder-Ritzrau, D., Scholz, C. Spotl, D.F.C. Riechelmann, M. Mudelsee, A. Wackerbarth, A. Gerdes, S. Riechelmann, A. Immenhauser, D.K. Richter, and A. Mangini", 10.5194/cp-8-1751-2012,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\bunker2012bu6.txt
264.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Bunker Cave,"['##"" in columns one and two.', '## age_calBP\tage, , , calendar years before present, , , , ,N', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N ']",51.3675,7.6647,126,254,5,5,10723.0,-57.0,0.010723,0.0, Cal Year BP, Germany, an archive for central European Holocene climate variability," J. Fohlmeister, A. Schroder-Ritzrau, D., Scholz, C. Spotl, D.F.C. Riechelmann, M. Mudelsee, A. Wackerbarth, A. Gerdes, S. Riechelmann, A. Immenhauser, D.K. Richter, and A. Mangini", 10.5194/cp-8-1751-2012,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\bunker2012stack.txt
265.0,['Upper'], H??lloch Cave,"['##"" in columns one and two.', '##depth_mm\tdepth, , , mm, , , , ,N', '##age_calBP\tage, , , calendar years before present, , , , ,N', '##age_calBP95+\tage Upper 95% Confidence Limit, , , calendar years before present, , , , ,N', '##age_calBP95-\tage Lower 95% Confidence Limit, , , calendar years before present, , , , ,N', '##d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N']",47.6333,10.25,127,255,1,3,64498.0,49063.0,0.064498,0.049063, Cal Year BP, Germany, Multi-speleothem record reveals tightly coupled climate between central Europe and Greenland during Marine Isotope Stage 3 ," Gina E. Moseley, Christoph Sp??tl, Anders Svensson, Hai Cheng, Susanne Brandst?¤tter, and R. Lawrence Edwards", 10.1130/G36063.1,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\holloch2014composite.txt
266.0,['Upper'], H??lloch Cave,"['##"" in columns one and two.', '##depth_mm\tdepth, , , mm, , , , ,N', '##age_calBP\tage, , , calendar years before present, , , , ,N', '##age_calBP95+\tage Upper 95% Confidence Limit, , , calendar years before present, , , , ,N', '##age_calBP95-\tage Lower 95% Confidence Limit, , , calendar years before present, , , , ,N', '##d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N']",47.6333,10.25,127,256,2,3,37578.0,35705.0,0.037578,0.035705, Cal Year BP, Germany, Multi-speleothem record reveals tightly coupled climate between central Europe and Greenland during Marine Isotope Stage 3 ," Gina E. Moseley, Christoph Sp??tl, Anders Svensson, Hai Cheng, Susanne Brandst?¤tter, and R. Lawrence Edwards", 10.1130/G36063.1,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\holloch2014hol16-17.txt
267.0,['Upper'], H??lloch Cave,"['##"" in columns one and two.', '##depth_mm\tdepth, , , mm, , , , ,N', '##age_calBP\tage, , , calendar years before present, , , , ,N', '##age_calBP95+\tage Upper 95% Confidence Limit, , , calendar years before present, , , , ,N', '##age_calBP95-\tage Lower 95% Confidence Limit, , , calendar years before present, , , , ,N', '##d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , ,N']",47.6333,10.25,127,257,3,3,48664.0,40105.0,0.048664,0.040105, Cal Year BP, Germany, Multi-speleothem record reveals tightly coupled climate between central Europe and Greenland during Marine Isotope Stage 3 ," Gina E. Moseley, Christoph Sp??tl, Anders Svensson, Hai Cheng, Susanne Brandst?¤tter, and R. Lawrence Edwards", 10.1130/G36063.1,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\holloch2014hol7.txt
268.0,['Meghalayan'], Zoolithencave,"['##"" in columns one and two.', '## depth\tdepth, , , cm, , , , ,N,', '## age\tage, , , calendar years before present, , , , ,N,', '## Mg\tmagnesium, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## Al\taluminum, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## P\tphosphorous, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## Sr\tstrontium, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## Y\tyttrium, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## Ba\tbarium, calcium carbonate, , microgram per gram, ,speleothems,,,N,']",49.7793,11.28286,128,258,1,4,129.0,-21.0,0.000129,0.0, Cal Year BP, Germany, High-Resolution Proxy Records From Two Simultaneously Grown Stalagmites From Zoolithencave (Southeastern Germany) and their Potential for Palaeoclimate Reconstruction," Dana F.C. Riechelmann, Sylvia Riechelmann, Jasper A. Wassenburg, Jens Fohlmeister, Bernd R. Sch?ne, Klaus Peter Jochum, Detlev K. Richter, Denis Scholz",10.1029/2019GC008755 ,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\zoolithencave2020rez1elem.txt
269.0,['Meghalayan'], Zoolithencave,"['##"" in columns one and two.', '## depth\tdepth, , , cm, , , , ,N,', '## age\tage, , , calendar years before present, , , , ,N,', '## d13C\tdelta 13C, calcium carbonate, , per mil VPDB, ,speleothems, , ,N, ', '## d18O\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems, , ,N, ']",49.7793,11.28286,128,259,2,4,129.0,-21.0,0.000129,0.0, Cal Year BP, Germany, High-Resolution Proxy Records From Two Simultaneously Grown Stalagmites From Zoolithencave (Southeastern Germany) and their Potential for Palaeoclimate Reconstruction," Dana F.C. Riechelmann, Sylvia Riechelmann, Jasper A. Wassenburg, Jens Fohlmeister, Bernd R. Sch?ne, Klaus Peter Jochum, Detlev K. Richter, Denis Scholz",  10.1029/2019GC008755,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\zoolithencave2020rez1iso.txt
270.0,['Meghalayan'], Zoolithencave,"['##"" in columns one and two.', '## depth\tdepth, , , cm, , , , ,N,', '## age\tage, , , calendar years before present, , , , ,N,', '## Mg\tmagnesium, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## Al\taluminum, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## P\tphosphorous, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## Sr\tstrontium, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## Y\tyttrium, calcium carbonate, , microgram per gram, ,speleothems,,,N,', '## Ba\tbarium, calcium carbonate, , microgram per gram, ,speleothems,,,N,']",49.7793,11.28286,128,260,3,4,113.0,-21.0,0.000113,0.0, Cal Year BP, Germany, High-Resolution Proxy Records From Two Simultaneously Grown Stalagmites From Zoolithencave (Southeastern Germany) and their Potential for Palaeoclimate Reconstruction," Dana F.C. Riechelmann, Sylvia Riechelmann, Jasper A. Wassenburg, Jens Fohlmeister, Bernd R. Sch?ne, Klaus Peter Jochum, Detlev K. Richter, Denis Scholz",10.1029/2019GC008755 ,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\zoolithencave2020rez2elem.txt
271.0,['Meghalayan'], Zoolithencave,"['##"" in columns one and two.', '## depth\tdepth, , , cm, , , , ,N,', '## age\tage, , , calendar years before present, , , , ,N,', '## d13C\tdelta 13C, calcium carbonate, , per mil VPDB, ,speleothems, , ,N, ', '## d18O\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems, , ,N, ']",49.7793,11.28286,128,261,4,4,114.0,-21.0,0.000114,0.0, Cal Year BP, Germany, High-Resolution Proxy Records From Two Simultaneously Grown Stalagmites From Zoolithencave (Southeastern Germany) and their Potential for Palaeoclimate Reconstruction," Dana F.C. Riechelmann, Sylvia Riechelmann, Jasper A. Wassenburg, Jens Fohlmeister, Bernd R. Sch?ne, Klaus Peter Jochum, Detlev K. Richter, Denis Scholz",10.1029/2019GC008755,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\germany\zoolithencave2020rez2iso.txt
272.0,"['Meghalayan', 'Northgrippian']",UnknownPlace,[],46.9,19.83,129,262,1,1,5000.0,0.0,0.005,0.0, Cal Year BP,HUN,"Bronze Age volcanic event recorded in stalagmites by 
combined isotope and trace element studies.","Sikl, Z., A. Dem, T.W. Vennemann, S. Pilet, J. Kramers, 
S. Le-Ossy, M. Bond, C.-C. Shen, and E. Hegner. ",10.1002/rcm.3943,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\hungary\trio2009.txt
274.0,['Meghalayan'],UnknownPlace,[],58.37,39.28,130,264,1,1,1387.0,2000.0,0.000563,0.0, AD,RUS,"Late Holocene annual growth in three Alpine stalagmites records the 
influence of solar activity and the North Atlantic Oscillation on 
winter climate.","Frisia, S., A. Borsato, N. Preto, and F. McDermott. ",Unknown_DOI,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\italy\ernesto2003.txt
276.0,['Meghalayan'],UnknownPlace,[],44.2,21.4,131,266,1,1,75.0,2.0,7.5e-08,2e-09, cal kyr BP,SRB,"Holocene and Late Pleistocene climate in the sub-Mediterranean 
continental environment: A speleothem record from Poleva Cave 
(Southern Carpathians, Romania).","Constantin, S.,  A.-V. Bojar, S.-E. Lauritzen, and J. Lundberg. ","10.1016/j.palaeo.2006.08.001
",C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\romania\poleva2007.txt
277.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper']", Kinderlinskaya Cave,"['##"" in columns one and two.', '## depth_mm\tdepth, , , mm, , , , ,N', '## age_calBP2000\tage, , , calendar years before 2000AD, , , , ,N', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , dual inlet mass spectrometry,N ', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, ,speleothem, , dual inlet mass spectrometry,N ', '## notes\tnotes - Hiatus position,,,,,,,,C ']",54.2,56.9,132,267,1,3,11724.0,1838.0,0.011724,0.001838, Cal Year BP, Russia, Holocene Warming in Western Continental Eurasia Driven By Glacial Retreat and Greenhouse Forcing," Baker, J.L.; Lachniet, M.S.; Chervyatsova, O.; Asmerom, Y.; Polyak, V.",Unknown_DOI,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\russia\kinderlinskaya2017kc1.txt
278.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper']", Kinderlinskaya Cave,"['##"" in columns one and two.', '## depth_mm\tdepth, , , mm, , , , ,N', '## age_calBP2000\tage, , , calendar years before 2000AD, , , , ,N', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , dual inlet mass spectrometry,N ', '## d13CcarbVPDB\tdelta13C, calcium carbonate, , per mil VPDB, ,speleothem, , dual inlet mass spectrometry,N ', '## notes\tnotes - Hiatus position,,,,,,,,C ']",54.2,56.9,132,268,2,3,11754.0,0.0,0.011754,0.0, Cal Year BP, Russia, Holocene Warming in Western Continental Eurasia Driven By Glacial Retreat and Greenhouse Forcing," Baker, J.L.; Lachniet, M.S.; Chervyatsova, O.; Asmerom, Y.; Polyak, V.",Unknown_DOI,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\russia\kinderlinskaya2017kc3.txt
279.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper']", Kinderlinskaya Cave,"['##"" in columns one and two.', '## age_calBP2000\tage, , , calendar years before 2000AD, , , , ,N', '## d18OcarbVPDB\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothem, , dual inlet mass spectrometry,N ']",54.2,56.9,132,269,3,3,11754.0,0.0,0.011754,0.0, Cal Year BP, Russia, Holocene Warming in Western Continental Eurasia Driven By Glacial Retreat and Greenhouse Forcing," Baker, J.L.; Lachniet, M.S.; Chervyatsova, O.; Asmerom, Y.; Polyak, V.",Unknown_DOI,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\russia\kinderlinskaya2017kcc.txt
280.0,['Greenlandian'], Kyok-Tash Cave,"['##"" in columns one and two.', '## depth_mm\tdepth,,,millimeter,,speleothems,,,N,', '## age_b2k\tage,,,calendar year before present,,speleothems,,,N, years before 2000 Common Era', '## d18O\tdelta 18O,calcium carbonate,,per mil VPDB,,speleothems,,dual inlet mass spectrometry,N,', '## d13C\tdelta 13C,calcium carbonate,,per mil VPDB,,speleothems,,dual inlet mass spectrometry,N,', '## notes\tnotes,,,,,speleothems,,,C,Hiatus position']",51.729,85.656,133,270,1,2,11454.0,8924.0,0.011454,0.008924, Cal Year BP,RUS, Early Holocene permafrost retreat in West Siberia amplified by reorganization of westerly wind systems," Ting-Yong Li, Jonathan L. Baker, Tao Wang, Jian Zhang, Yao Wu, Hong-Chun Li, Tatiana Blyakharchuk, Tsai-Luen Yu, Chuan-Chou Shen, Hai Cheng, Xing-Gong Kong, Wen-Li Xie, R. Lawrence Edwards",Unknown_DOI,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\russia\kyok-tash2021iso.txt
281.0,['Greenlandian'], Kyok-Tash Cave,"['##"" in columns one and two.', '## depth_mm\tdepth,,,millimeter,,speleothems,,,N,', '## 1000_MgCa\tmagnesium/calcium,calcium carbonate,,millimole per mole,,speleothems,,,N, 1000 x MgCa', '## age_b2k\tage,,,calendar year before present,,speleothems,,,N, years before 2000 Common Era', '## notes\tnotes,,,,,speleothems,,,C,Hiatus position']",51.729,85.656,133,271,2,2,11323.0,8961.0,0.011323,0.008961, Cal Year BP,RUS, Early Holocene permafrost retreat in West Siberia amplified by reorganization of westerly wind systems," Ting-Yong Li, Jonathan L. Baker, Tao Wang, Jian Zhang, Yao Wu, Hong-Chun Li, Tatiana Blyakharchuk, Tsai-Luen Yu, Chuan-Chou Shen, Hai Cheng, Xing-Gong Kong, Wen-Li Xie, R. Lawrence Edwards",Unknown_DOI,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\russia\kyok-tash2021mgca.txt
282.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper']", Campanet Cave,"['##"" in columns one and two.', '## depth_mm\tdepth,,,mm,,,,,N,', '## age_BP_d18O\tage,,,calendar years before present,,,,multi-collector inductively coupled plasma mass spectrometer,N, Yrs BP; present=2015 ', '## age_BP_d18O_error\tage error,,2 standard deviations,years,,,,,N,', '## d18O\tdelta 18O,calcium carbonate,,per mil PDB,,speleothems,,isotope ratio mass spectrometry,N,', '## age_BP_d13C\tage,,,calendar years before present,,,,multi-collector inductively coupled plasma mass spectrometer,N, Yrs BP; present=2015 ', '## age_BP_d13C_error\tage error,,2 standard deviations,years,,,,,N,', '## d13C\tdelta 13C,calcium carbonate,,per mil PDB,,speleothems,,isotope ratio mass spectrometry,N,']",39.7937,2.9683,134,272,1,1,121088.0,215.0,0.121088,0.000215, Cal Year BP, Spain, Climate variability in the western Mediterranean between 121 and 67 ka derived from a Mallorcan speleothem record," Oana A. Dumitru, Bogdan P. Onac, Victor J. Polyak, Jonathan G. Wynn, Yemane Asmerom, Joan J. Fornós",10.1016/j.palaeo.2018.06.028 ,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\spain\campanet2018.txt
283.0,['Meghalayan'],UnknownPlace,[],64.3,14.9,135,273,1,1,4000.0,0.0,0.004,0.0, Cal Year BP,Northern Europe ,"Stable isotopes in a stalagmite from NW Sweden document environmental 
changes over the past 4000 years.","Sundqvist, H.S., K. Holmgren, A. Moberg, C. Sp, and A. Mangini. ","10.1111/j.1502-3885.2009.00099.x 
",C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\sweden\korallgrottan2010.txt
284.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Milchbach Cave,[],46.6167,8.083,136,274,1,5,9314.0,2000.0,0.009264,0.00195, Cal Year BP2000, Switzerland," Holocene glacier history from alpine speleothems, Milchbach cave, Switzerland"," M. Luetscher, D.L. Hoffmann, S. Frisia, C. Sp??tl ", 10.1016/j.epsl.2010.11.042,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\switzerland\milchbach2011grindelwald-elev.txt
285.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Milchbach Cave,"['## depth_mm\tDepth (mm), , , mm, , , , ,N', '## d13CcarbVPDB\tdelta 13C calcium carbonate (per mil VPDB), , , per mil VPDB, , , , , N', '## d18OcarbVPDB\tdelta 18O calcium carbonate (per mil VPDB), , , per mil VPDB, , , , , N', '## notes\tnotes SI # from top, , , , , , , , C']",46.6167,8.083,136,275,2,5,9314.0,2000.0,0.009264,0.00195, Cal Year BP2000, Switzerland," Holocene glacier history from alpine speleothems, Milchbach cave, Switzerland"," M. Luetscher, D.L. Hoffmann, S. Frisia, C. Sp??tl ", 10.1016/j.epsl.2010.11.042,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\switzerland\milchbach2011mb2.txt
286.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Milchbach Cave,"['## depth_mm\tDepth (mm), , , mm, , , , ,N', '## d13CcarbVPDB\tdelta 13C calcium carbonate (per mil VPDB), , , per mil VPDB, , , , , N', '## d18OcarbVPDB\tdelta 18O calcium carbonate (per mil VPDB), , , per mil VPDB, , , , , N', '## notes\tnotes SI # from top, , , , , , , , C']",46.6167,8.083,136,276,3,5,9314.0,2000.0,0.009264,0.00195, Cal Year BP2000, Switzerland," Holocene glacier history from alpine speleothems, Milchbach cave, Switzerland"," M. Luetscher, D.L. Hoffmann, S. Frisia, C. Sp??tl ", 10.1016/j.epsl.2010.11.042,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\switzerland\milchbach2011mb3.txt
287.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Milchbach Cave,[],46.6167,8.083,136,277,4,5,9314.0,2000.0,0.009264,0.00195, Cal Year BP2000, Switzerland," Holocene glacier history from alpine speleothems, Milchbach cave, Switzerland"," M. Luetscher, D.L. Hoffmann, S. Frisia, C. Sp??tl ", 10.1016/j.epsl.2010.11.042,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\switzerland\milchbach2011mb5.txt
288.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Milchbach Cave,[],46.6167,8.083,136,278,5,5,9314.0,2000.0,0.009264,0.00195, Cal Year BP2000, Switzerland," Holocene glacier history from alpine speleothems, Milchbach cave, Switzerland"," M. Luetscher, D.L. Hoffmann, S. Frisia, C. Sp??tl ", 10.1016/j.epsl.2010.11.042,C:\Users\11\Desktop\石笋\0-90\data\pub\data\paleo\speleothem\europe\switzerland\milchbach2011mb6.txt
